country_name,continent_name,cases,deaths,popData2019,Surface area (km2),Population in thousands (2017),"Population density (per km2, 2017)","Sex ratio (m per 100 f, 2017)",GDP: Gross domestic product (million current US$),"GDP growth rate (annual %, const. 2005 prices)",GDP per capita (current US$),Economy: Agriculture (% of GVA),Economy: Industry (% of GVA),Economy: Services and other activity (% of GVA),Employment: Agriculture (% of employed),Employment: Industry (% of employed),Employment: Services (% of employed),Unemployment (% of labour force),Labour force participation (female/male pop. %),Agricultural production index (2004-2006=100),Food production index (2004-2006=100),International trade: Exports (million US$),International trade: Imports (million US$),International trade: Balance (million US$),"Balance of payments, current account (million US$)",Population growth rate (average annual %),Urban population (% of total population)_x,Urban population growth rate (average annual %),"Fertility rate, total (live births per woman)","Population age distribution (0-14 / 60+ years, %)",International migrant stock (000/% of total pop.),Refugees and others of concern to UNHCR (in thousands),Infant mortality rate (per 1000 live births,Health: Total expenditure (% of GDP),Health: Physicians (per 1000 pop.),Education: Primary gross enrol. ratio (f/m per 100 pop.),Education: Secondary gross enrol. ratio (f/m per 100 pop.),Education: Tertiary gross enrol. ratio (f/m per 100 pop.),Seats held by women in national parliaments %,Mobile-cellular subscriptions (per 100 inhabitants),Mobile-cellular subscriptions (per 100 inhabitants).1,Individuals using the Internet (per 100 inhabitants),Threatened species (number),Forested area (% of land area),CO2 emission estimates (million tons/tons per capita),"Energy production, primary (Petajoules)",Energy supply per capita (Gigajoules),"Pop. using improved drinking water (urban/rural, %)",Quality Of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living,Property price to income ratio,Traffic commute time index,Pollution index,Climate index,Gross Rental Yield City Center,Gross Rental Yield Outside Center,Property Price to Rent Ratio City Center,Property Price to Rent Ratio Outside Center,Mortgate as percentage of income,Affordability Index,Cost Of Living Index,Rent Index,Cost Of Living Plus Rent Index,Grocery Index,Restaurant Price Index,Local Purchasing Power Index,Access to electricity (% of population),Adjusted net national income per capita (constant 2010 US$),Age dependency ratio (% of working-age population),"Air transport, passengers carried",Commercial service exports (current US$),Commercial service imports (current US$),Consumer price index (2010 = 100),Current account balance (% of GDP),Current health expenditure (% of GDP),Exports of goods and services (% of GDP),Gross domestic savings (% of GDP),High-technology exports (current US$),Human capital index (HCI) (scale 0-1),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Military expenditure (% of GDP),"Population, female","Population, male",Urban population (% of total population)_y
Colombia,America,0.3907530213428577,0.5822913907408012,-0.16919735144002013,0.014399300035530724,-0.1704015187580463,-0.23182579508099668,-0.15275114338371473,-0.3211724985181038,0.08812465038731632,-0.8445386291848127,0.3259919006862827,0.5852218607922014,-0.6320289637218538,0.2160434250139556,-1.1542302533646245,0.3849703695182506,0.7258383599433141,0.7099432052873964,0.06572466457913793,0.10773743249870628,-0.5217913523493047,-0.5525526507542836,-0.34867146575146857,-0.5332761827098373,0.09855504405106703,0.28445936772897595,0.4036112231424221,0.09672095310276616,0.7244659132031542,-0.7905015747148678,6.008169380908235,0.7588363058542267,-0.17400631032665143,3.813091740023197e-16,1.3941247511517458,-0.18373252709866952,-0.3898378638559499,-0.5231829414129595,-0.27967284348074495,-0.6824050252795845,1.3957110364909633,1.1792935252748766,-0.2309644590563663,0.005075135943566213,-0.80244168869486,-1.3983417613540663,-1.2176639798545417,-0.5313884788945906,-1.2150429657009085,-1.0465986818958366,-0.05812160252646533,-0.9927640226281365,1.4244126705426416,1.1587304769447533,0.6293370782301045,0.7691221133434619,-0.1795231886826529,-0.4012413222829938,-0.10123596489368147,0.18631472492666049,1.480501370591045,-1.478242947599835,-0.9927640226281365,-0.6971332414951142,-0.9239257072108515,-0.968964604624862,-0.9563781019490192,-1.2150429657009085,-0.1414039712368496,-0.8744432384369848,-0.5359845214717643,-0.194853285540746,-0.7739083268271559,-0.5927068001852058,0.3337234859529401,-0.656139565725611,-0.09868628866905925,-1.1251352238824084,-0.6995005477433153,-0.39020173740868797,-0.9403345252568406,-1.0942205496071387,0.27272185362321133,-0.33445694960590483,-0.32132228773202,-0.31650190679002344,1.4337909185703166,-0.16771835058491202,-0.17447878283958457,0.5003599406055401
Croatia,Europe,-0.3714114470320369,-0.4456425724440502,-0.34220880567196127,-0.44311521477079835,-0.3414622535561918,-0.2041134937565614,-0.2830229518368472,-0.46576285688622127,-0.26257548890914656,-0.5869146999521271,-0.19888496693245686,-0.3677759048990354,0.39533597514140173,-0.15498046003305258,0.43178976317578166,-0.0756728027446177,1.0078577476174286,-0.3336167031369877,-1.3634880415417538,-1.3698044989121227,-0.5718371605644801,-0.63667153583826,-0.2841824590606597,-0.20820622954163995,-0.85808591687129,-0.7479467129817219,-0.8683756619124839,-0.5970017450136279,-0.7574992270818864,-0.6096913960280735,-0.3587424722547859,-0.477307866582285,0.06944646465951505,0.13952768813342198,-0.7080541607360706,-0.22513444857808956,0.446850390105805,-0.41333564819570295,-0.8240627634111795,0.03650235305022723,-0.3889908478507035,0.16246071061642786,-0.2780825874032428,-0.35450256916840506,-0.40122084434743,0.3039873394247869,0.39538381553708285,0.8591816197174236,-0.352711298561792,0.8636441968276417,-0.08943020057249185,-0.35575905013559467,-0.22506010594710438,-1.0685908413480483,-0.7729036892255172,0.7866342402263296,-0.884916553860149,-0.8540116795514592,0.8135790227568999,0.8381681953428938,-0.291442080574215,-0.2124421002538679,-0.35575905013559467,-0.7386609586454265,-0.5287049169528768,-0.4251904769374807,-0.47062519274539244,-0.352711298561792,0.21519188251272847,-0.4809995216476377,0.17626957996543155,-0.5702404960033203,-0.6852012465048927,-0.6771077665006442,-0.5606803496424363,0.6038569407285005,-0.27558614244936125,-0.0010498616583675987,-0.21246085512028923,-0.3877982643237285,0.2735318887721428,0.027006409388398385,-0.44297080254618937,-0.03058490185895392,-0.1459117388188636,-0.09646047716914213,-0.32317920132406464,-0.3487244140972589,-0.3382587319180257,-0.9061227322344922
Cyprus,Europe,-0.4694559230552145,-0.5179674787599151,-0.35417721089300186,-0.4630756164045536,-0.35293186496086726,-0.1564519462018324,-0.0330419139943496,-0.48305816955112296,-0.23919547962271576,-0.08991280818936753,-0.5488028786782831,-2.42831161450171,2.2161114608495494,-0.5950320446236901,-1.1386810375161895,1.1110689291868385,0.6788351286642952,0.6921045743741588,-2.047024553164789,-2.0470112174754194,-0.6055750026491831,-0.6923558167081624,-0.24392861441318475,-0.25477924795576296,0.030223546842327257,-0.2792106188659451,-0.2323822193850309,-0.7704324195427266,-0.4038484549684106,-0.764793773283735,-0.3581157636423674,-0.4508190628872169,-0.09285538533126249,-0.37565146805151767,-0.5211938130127087,-0.28033701055064875,0.009586176980064094,-0.5964144702244639,-1.2083380010091325,0.13477026807372697,-0.6706433455313308,-0.694976689852318,-0.28557387972585174,-0.3667467503544033,-0.45973221748143017,0.5471772109646268,0.677027081399113,0.7587585483425467,0.9628302092357945,0.49103089356889734,-1.264546247233309,-0.07039962703376962,-1.328580625429681,-2.2505831597371126,0.21040847198436424,0.5030923034904855,0.3082488191528501,0.22224572707030277,-0.5232488312205863,-0.47241846549396616,-0.741332151812923,2.072575013786254,-0.07039962703376962,-0.5870847910467867,-0.282932460972659,-0.22279920968163888,0.3229774901255007,0.9628302092357945,0.21519188251272847,0.24615378331465818,-0.9081975416421824,-0.5868386328266652,-0.7050585116352339,-0.6418367718214084,-0.7998898279192407,-0.9620951527727434,-0.317900112065556,0.7396596681962666,-0.45215914666955104,-0.396901645499293,0.5349800394860769,0.9455593699039319,-0.5773512597615544,0.44664035388957085,0.6784726321685993,0.5977456850522063,-0.12167547546481089,-0.3610493390284938,-0.34863623416962564,-0.30464570207719854
Czechia,Europe,-0.12433034261769842,-0.24890866451459562,-0.3176255470395716,-0.4337242174535547,-0.31695639389495606,-0.1476056741178107,-0.15627200307163702,-0.3846890367761135,0.41544478039734833,-0.2979861832239424,-0.5099231107065246,1.074599091822836,-0.5811693132830787,-0.7330874437109488,2.017809779716188,-0.34893570154462406,-0.8252682722643163,0.11234906969394558,-0.6799515299187187,-0.692597780348826,-0.14723744264990382,-0.20334645353488057,0.05085197006071973,-0.2204870548014266,-0.516428430827591,0.08272484621079333,-0.7093773012806207,-0.5970017450136279,-0.6396156363773944,-0.6796850614142639,-0.3672478034233226,-0.6009222838259363,-0.09285538533126249,0.6547068443183617,-0.42776363915102666,0.027877293796142396,0.2996941645346421,-0.40418170709426476,0.3379123598016798,0.6312818387187765,-0.7220990902999068,0.17345349780192476,-0.22228296141147372,-0.2826285338449464,0.30927440085114394,0.5471772109646268,0.5618093817282819,0.7278010601743519,0.22678454880942536,0.6733395483821877,0.8080829434135686,-0.6744965935672873,-0.2657161250859363,-0.5553764644829313,-0.41959040684959176,0.35655700648531224,-0.23955666657009944,-0.17114491121213396,-0.03453070537749296,-0.08371428524576341,-0.5087309642519053,0.46155575352775075,-0.6744965935672873,-0.41059199315795936,-0.6022615189802102,-0.62368022578839,-0.8395808260099307,0.22678454880942536,0.21519188251272847,-0.2717421746039981,0.15480943049423085,-0.5284092828635533,-0.5133117727127843,-0.4881852263496065,-0.43285957559450483,0.18714258271792616,-0.09663939290063119,0.9559068252550202,0.7146008305603009,-0.08684116501385254,0.8244404920622204,0.9001019391618577,-0.1458880179244487,0.24657865744589136,0.12534168733549572,0.18443081365182262,-0.7787175130010501,-0.322931768277883,-0.3142550208520557,0.09986815466837448
Denmark,Europe,-0.4117353896290496,-0.4936051078970769,-0.33573970521331137,-0.4488799227854644,-0.33557307122976326,-0.1497721080975711,-0.07529223024941967,-0.3156907487234374,-0.26257548890914656,1.392537546601279,-0.7626416025229548,-0.8442747877446543,1.0565114308454775,-0.7417159061539025,-0.7499506413053056,1.0486088380325518,-0.33173434383461564,0.7188625207440152,-0.49353248129425453,-0.5079050389224724,-0.33966799095925176,-0.4051608283702821,-0.08390289581175925,0.17266633630267092,-0.2431024419926319,0.9549299833629344,-0.4708797603328258,-0.25014039595543086,-0.45436999384176435,-0.6114840160961716,-0.32946622707466483,-0.5126262715090425,1.2867103395903485,0.5688436516208716,-0.30319007400211945,1.283735578671876,1.1405868820841445,1.1886040445559554,0.2967400129161858,1.4070811678516668,-0.7383482728584045,-0.9313216143404979,-0.26639057041375047,-0.3210213053603646,-0.06687014072457166,0.5471772109646268,0.6258192148787433,1.2188421936389742,1.0689403450536061,1.3969769720928407,0.95001525455555,1.2905814765573067,-0.7497163529291717,-1.0729524366188563,-1.111074973785332,0.32874362849487526,0.16566930917016437,-0.0152731488738098,-0.41570361689856866,-0.2471076353500962,-0.6270367406838022,1.086236691179007,1.2905814765573067,0.9868156889500496,1.233150836368494,0.7418512159377698,1.984438077656377,1.0689403450536061,0.21519188251272847,1.7851986790244094,0.6522123917561468,0.0,0.06748105290585059,-0.035107360451760924,-0.5143730042874634,1.314458277817985,1.0675688309855373,0.1636120583168649,0.3312932651693806,-0.3035272906902814,0.7497410204296674,-0.021522221735227026,-0.4389771889257026,0.5237422167507366,0.8260797049009326,0.7027704626032463,-0.6021604682770771,-0.34269999887819874,-0.3316898847814815,0.9327917006094717
Egypt,Africa,-0.40452954596722857,-0.32481876329810877,0.017970577694897183,-0.04452020670282611,0.014419700310912923,-0.18326156670136745,0.040896139452022646,-0.30701249961742505,0.34530475253805576,-0.9682273771677874,1.1813467960649693,0.8814238690475854,-1.3135482796014397,1.242830455725443,0.1985515254492513,-1.2233769777046446,0.9608545163384097,-2.4028978890725177,0.43856276182806625,0.5386871624935313,-0.5463525474140382,-0.5041973662631599,-0.5990669505097325,-0.5008511607631077,0.9185330105559445,-1.6913522694932213,0.4036112231424221,2.698181071039244,2.4085172089816096,-0.6444437805300646,-0.1429756499792761,0.8471323181711204,-0.8232137102897626,-1.8353257439088466,0.1795324909498968,-0.9013658327419454,-1.4115225156785953,-0.8710327032676052,-0.4946839883272191,-1.716804130790105,-0.44315478971236255,-1.717305898103515,-0.14849023142988696,-0.1243534685705735,-0.7606478507420027,0.5471772109646268,0.26736414923616025,-1.1246144920038244,-1.52291181046808,-1.140151807392131,-2.360347178844196,-1.5611322969775705,-0.2734601287314279,1.8958400777113658,1.7755404280678477,0.6210416286721536,2.0192029389450745,2.1520865941162213,-1.4067531868533654,-1.5938128262100193,0.15407304669782823,-0.8700009819920328,-1.5611322969775705,-1.0888780399463933,-1.4499137899618637,-1.4444621602259355,-1.2042822538594689,-1.52291181046808,0.21519188251272847,-1.0675377982955172,1.502260552921516,-0.45076219397709305,-0.632557039719116,-0.5510953635820521,3.9537998886534838,-0.6720997812215386,-0.8831951967607893,-1.1034436040661173,-1.9480109313959983,-0.39673194513687554,-1.9394399583422344,-0.7429416358021658,5.938070380618963,-1.777471226095776,-1.377176249037872,-1.6021092090095859,-0.3261509957246691,0.013416207336320226,0.009763809409399372,-1.7319485061607525
Estonia,Europe,-0.46765461458631213,-0.515963158561466,-0.35249837155456926,-0.447907684309503,-0.3524363350563781,-0.24383145005216897,-0.45554507654504933,-0.4813360637151089,-0.30933550748200833,-0.31934835772580267,-0.33496415483361147,-0.26474911941890206,0.3851640450536473,-0.6209174319525511,0.7738725118413594,0.1819750732668166,-0.049714956160501006,0.47804100341531097,1.4327976878252084,1.4005866224831816,-0.57096264624032,-0.6588742988200791,-0.2108210354964365,-0.2385515567286777,-0.7897544196625501,-0.24361040918626622,-1.2658715634921422,-0.42357107048452913,-0.4712105067995492,-0.7623085500075083,-0.2972354984359995,-0.5391150752041106,-0.49861001030820684,0.3112540735284016,-0.6457673781616159,0.4234956545994873,0.6570735694931806,0.2091323467020844,1.229979875654072,0.9984935211750118,-0.8033450030923954,1.1737971316821285,-0.2761922613031453,-0.35035199927484634,0.5516786609777162,0.5471772109646268,0.3569779156468064,0.8707592169185374,-0.062402934017990484,1.2474518911714128,0.5169129815855323,-0.285241894509114,-0.2966921396679034,-1.3215633670549327,-1.4900837676067795,-0.17807792599753283,-0.284581774985684,-0.6610275928468672,0.009031913082058089,0.5337405851485051,-0.4779240671533066,0.3300439771801177,-0.285241894509114,-0.4694229257875684,-0.3745863222289397,-0.5797881437329064,-0.11365868383221786,-0.062402934017990484,0.21519188251272847,-0.2999978947298709,0.4758923833673088,-0.5954499496418199,-0.7940197090878867,-0.6757048577627381,-0.26545594082286844,0.4068124864139821,-0.42117623956913935,0.8402750290300652,0.41469340315908326,-0.3781174934127597,0.49763030366980143,0.8868727871497423,0.07148911089893245,0.397758780703079,-0.39456071279369725,-0.031593632466838314,0.27832381920921495,-0.360182891883176,-0.3484227212159344,-0.19338812574463193
Finland,Europe,-0.45987679145806243,-0.5073812805286703,-0.336817350726534,-0.32428541186715093,-0.33637735438243405,-0.25529549652840117,-0.13866770463202452,-0.3568858489358916,-0.5898956189191785,0.8699456984138983,-0.5099231107065246,-0.34201920852900203,0.5275710662822166,-0.5864035821807363,-0.31457259754911554,0.6894633138953998,0.3498125097111614,0.3977671643057431,-0.7420912127935401,-0.754162027490944,-0.4461890136872927,-0.4952409230837043,-0.22657504159203204,-0.2608968902050757,-0.3114339392013717,0.7472620935648057,-0.5503789406487575,-0.07670972142633216,-0.4712105067995492,-0.7160263591584325,-0.3434328761514198,-0.618581486289315,0.8403802521157091,0.05366449543593197,-0.19418820449682483,2.337184469648224,1.1111556369699118,1.6096853352221059,0.6261187880001455,1.2208893288597735,-0.7681384408823171,2.295061424602796,-0.2567289036799184,-0.3147262743551339,1.0866397867742896,0.5471772109646268,0.6002152816185602,1.1687565013993746,1.6745900991404812,1.117117194967174,0.8873980584634985,0.8223475631974755,-0.865876407611548,-0.12794012794371218,-1.688765132890904,-0.4029027314202323,-0.562236610215124,-0.17856737608538797,0.3343902197018334,-0.07511463524027209,-0.6988587374698846,1.6451617406564472,0.8223475631974755,0.42826789327834897,0.7048276233943919,0.6262687331916624,1.0338165403773052,1.6745900991404812,0.21519188251272847,0.9911192677447996,1.0593861557980426,-0.4450767726792881,-0.47757061126463274,-0.38202717796772634,-0.46447324666661355,-0.19398268259593712,0.7028243063252619,-0.39912207569994096,-0.0803475883326787,-0.35118611429888474,1.1232383785924318,-0.42683320418620907,-0.5273753867870711,0.8764958376841794,0.7582663483623427,0.8319090433408505,-0.3829508173229787,-0.34351944479057817,-0.33283373714318204,0.7889435211087794
France,Europe,0.9707072718461491,1.1146501273936429,-0.10684333596960167,-0.23445664790863768,-0.109741034911584,-0.16457607362593393,-0.15627200307163702,0.9422591506781479,-0.33271551676843913,0.5923419368585922,-0.6654421825935586,-1.2821386260352223,1.3616693334781278,-0.7158305188250416,-0.5478108352756459,0.9236886557239766,0.5613270504667475,0.023155915127758924,-0.6178118470438974,-0.6310335332067082,0.7952732469055028,1.333544818531776,-1.0147816840403305,-0.31982663514758725,-0.3114339392013717,0.46839378440731827,-0.3118813997009625,0.27015162763186484,-0.1849217865172113,2.3267424996120094,-0.05371443761052783,-0.5214558727407319,1.5707385770742093,0.225390880830912,0.36639283867325867,0.2624881821795215,0.07685759438402405,0.1267468767891421,-0.878959225925173,0.8071296866555653,-0.11275474435624215,-0.029913065129764948,-0.07749798455955584,0.026796451719856895,0.2591217953077152,0.5471772109646268,0.4977995485778206,0.5979306220053385,0.6403899021556138,-0.40452039323323585,1.2808427739085513,0.9083784930617819,-0.0953480448851173,0.0014538650902691632,-0.46042791611122474,0.5777763740203625,-1.1175462806740042,-0.8688566092979663,1.2287852299495001,0.8639671453593671,-0.4313491428415198,0.16565425674557674,0.9083784930617819,0.2815366260139121,0.7013249280597568,1.0198344022891668,0.8969084752036712,0.6403899021556138,0.21519188251272847,0.8288843933991562,1.1348187511971968,0.24667349010231757,2.829666753211841,2.0110363214506237,-0.5789068667536328,-0.18503523957905627,1.5550381587184525,-0.6158905497555723,-0.21396891731345835,0.7524660846610577,0.6657041148430455,-0.6393338618767529,-0.46480277900539435,1.1788560841985583,0.9164975136190513,1.0622160974673651,0.5989620724037232,-0.091695954434473,-0.11196522423208902,0.4846265459726524
Germany,Europe,0.3366674235237094,0.10018180835893505,-0.04698412584591855,-0.3163017571486753,-0.04443019349991598,-0.059052685195103906,-0.14570942400786963,1.5034161587547432,-0.23919547962271576,0.848003985266446,-0.8792809064382303,0.1344796743166163,0.35464825479038253,-0.8280005305834393,0.540634274114829,0.48646801764396697,-0.7547634253457876,0.3977671643057431,-0.12069438404532622,-0.1385195560697652,3.2458321080216033,3.1625646199118482,3.033042745562102,4.003965032027984,-0.4480969336188512,0.2191923166495635,-0.7888764815965523,-0.7704324195427266,-1.026947434406439,4.0465577481261255,0.5693234529352285,-0.5214558727407319,1.4895876520788207,0.998159615108321,0.31967775174241875,-0.27113658355522263,-0.09972987630137159,1.1519882801502035,-0.23392579138575045,0.9571175569545903,-0.5514826734356807,0.07451841313245423,0.21417233147772163,-0.02093510205606849,0.2591217953077152,0.5471772109646268,0.5874133149884668,1.3401552773549912,2.044854692786436,0.525413666187193,1.084642226153458,0.4669410988400129,-0.8929804203707692,-0.763279172391463,-1.0615193445689683,0.167271517383727,-0.5547324254791934,-0.5571130846213179,0.3289448923943896,0.3909863950573508,-0.6860984842337785,1.5300889363522685,0.4669410988400129,0.3175273142108496,0.430449822181322,0.07127774009010202,0.49972038782140626,2.044854692786436,0.21519188251272847,1.0234386040203425,0.27602397442574106,0.8118942910935345,3.437698827651089,3.0746264519473616,-0.48812804919229436,1.3212991697426717,1.5283067069988026,-0.08584674330711961,0.2473402743707051,1.6609423753177526,0.9458271334651187,-0.32206853201466196,-0.35749419804449173,0.5993322783793341,0.7130574440032817,0.6759905725885317,-0.514221484660225,-0.032574475251538684,-0.04978000450781159,0.31197324171174784
Greece,Europe,-0.4027251885672685,-0.4178361584233137,-0.3173458196405962,-0.41134123026781594,-0.31489041537008594,-0.19355212810522943,-0.14923028369579192,-0.3789245265889177,-0.6834156560649021,-0.28723621637988866,-0.19888496693245686,-1.7715158570658576,1.5040763547066984,0.16427265035623356,-1.4030177069395904,0.5567356201925394,3.663540314882008,-0.529841643182598,-1.6741864559158608,-1.616061487480594,-0.5310945738109291,-0.542444194670978,-0.41769449611040355,-0.24272612650178194,-0.85808591687129,0.3793932602081202,-0.5503789406487575,-0.9438630940718249,-0.8417017918708092,-0.3385168693630664,-0.28783486924972207,-0.5302854739724213,0.1911728521525983,2.8871498544530994,-0.8637711171722052,-0.0963284706421164,1.872163546352212,-0.5597987058187115,-0.35744283204223565,-0.11865751277635084,0.14723217657972146,-0.00792749075877154,-0.24272648812364006,-0.341635802498373,-0.3176331684417154,0.5471772109646268,0.5746113483583752,0.29766815546341385,-0.4449972265441844,-0.13745420591902863,-1.2968984652142015,0.014220959718007025,-0.7245483410813233,-0.6106233379131704,0.08560170210611491,0.9213230984577979,-0.2620692207778921,-0.47546597101552884,-0.01547205980143959,0.27575108498376893,-0.535071772717867,0.5766285578319297,0.014220959718007025,-0.731047543834536,-0.2864351563072941,-0.17939481742677163,0.19032363036686697,-0.4449972265441844,0.21519188251272847,-0.11682776559744641,0.4954899969335835,-0.424817355032027,-0.36342183866233285,-0.5353766136483064,-0.7906957176213949,-0.3871709253539824,0.23116301984062107,-0.550097065331144,-1.1305129368302875,-0.3829549035725013,-0.11864033729875985,-0.5628422044092714,-0.4448004431289439,0.7253157144269916,0.7356618961828106,0.747998721294752,0.7680474273039033,-0.3222152816101294,-0.3137332756495484,0.39850691219263173
Hungary,Europe,-0.30556429276461883,-0.31889049228861166,-0.3209054469968832,-0.4277558705907146,-0.320371738467435,-0.17477636694730586,-0.3675235843469869,-0.4223751755627881,0.08812465038731632,-0.545529940276742,-0.19888496693245686,0.31477654890685014,-0.14377631950961353,-0.5777751197377827,0.8982662386288424,0.07266991374681475,-0.6842585784272589,-0.3068587567671313,-0.8663705785431829,-0.8772905217751796,-0.31459474474418775,-0.3798860309781965,-0.06313154372808508,-0.1861341406322088,-0.7897544196625501,-0.024075782828244175,-0.5503789406487575,-0.9438630940718249,-0.8248612789130244,-0.6615551539073636,-0.3597273000743007,-0.3890118542653913,-0.09285538533126249,0.3112540735284016,-0.2097599001404396,-0.008924414185563938,-0.52438069866387,-1.3104218761366315,-0.1332822767767625,0.19166221887680532,-0.6868925280898285,-0.4696245525496347,-0.26036953172455074,-0.33783111342927746,-0.25076302771714376,0.5471772109646268,0.39538381553708285,0.058565604570850305,-0.8455256265325436,0.01686847118169605,-1.3449049822181072,-0.6016288660865904,-0.16891607951728924,-0.39399743946302174,-0.28423012334193176,0.3866881659749524,0.7059706101571825,0.838310311550346,-0.7941538647659225,-0.9350796357893927,-0.21752375647077246,-0.3603928486449551,-0.6016288660865904,-0.5600917748990836,-0.6151047352072049,-0.7319473615252502,-0.6566499931649343,-0.8455256265325436,0.21519188251272847,-0.5154003397458411,-0.22857679580743087,-0.2742358891755353,-0.5190720602707843,-0.5229652887855925,-0.30213610783408174,0.33909322358661514,-0.23881950458206752,1.1949117732860177,0.4401232389707889,-0.21975313340510766,0.08678320969076057,1.1931837963591048,-0.16888970073550175,-0.4337318972114604,-0.6884185911275887,-0.5868300187718583,-0.6978067667919212,-0.3249331831395854,-0.3183838486237694,-0.054685830954696486
India,Asia,5.548523588890949,3.526722451848273,4.7525684922661515,0.9189752903877767,4.747214382781155,0.13484315599345287,0.22750170291191493,0.7624407680281597,1.1402250682767048,-1.0555429496647173,2.3088600672459654,0.03145288883648251,-1.2423447689871543,2.8736098574436877,0.07415779866176836,-2.636536540070391,-0.9427763504618641,-2.05504458626439,1.8677754679489582,1.7699721053358888,0.137782309729895,0.5880278964688834,-1.2991133002638326,-0.5869383796113774,0.23521803846854658,-2.308422570607661,0.9601054853539435,0.9638743257482588,1.44860797038789,1.290526617520995,-0.18362217998470406,2.8249629940695393,-1.1883928727690123,-1.9211889366063364,1.9391340986782168,-1.4257901714812626,-1.7857197749881237,-1.1548048774121846,-1.9677390657860412,-2.2288316880178125,1.9833898056899644,-0.42015701021489943,1.2773057325881536,1.231084306335922,-0.8358767590571458,-1.2159493576991907,-4.110908438255393,-0.880226516302057,0.24583953798797623,-0.42850837412972187,0.295665555393621,-1.4332611881082191,-0.3470281633635998,1.5381892655050804,1.2088626310103567,-1.0861332111297644,-1.0575128027865577,-0.7649421010724167,1.1130720246663164,0.6954140052517394,0.020546111048576305,-0.7220502336009456,-1.4332611881082191,-0.9684476602104879,-1.3179789323572815,-1.142582173644331,-1.288592870265831,0.24583953798797623,-1.5440143293185247,-1.112108314573893,-0.09347397744374626,1.1274190342462398,1.6448333704042741,0.46798168615358554,1.3536015346939616,-0.3280493958634049,-1.5924491030484675,-1.0079243152430606,0.448220163777371,-0.23808137534166507,-2.3689619202294128,-1.0251769275052152,-0.13681404600104088,-2.6699378870573827,-1.7056189392064458,-2.2098996416968006,0.7585706199844393,4.742792682310117,4.827133390398007,-2.270491957786493
Indonesia,Asia,-0.10192618741934305,0.011088364044778259,0.6546113157465063,0.33869648462156793,0.6488428252598566,-0.1402036913536293,0.00920840226072047,0.017340402163500378,0.48558480825664085,-0.973253212307429,1.7256635476695883,1.5253412782984213,-2.10695882644633,1.7605382023026637,-0.25237573415537434,-1.4654098309275068,-0.3787375751136348,0.08559112332408983,1.6192167364496726,1.6468436110516531,-0.1954450447692295,-0.2203999016956815,-0.08833335041132409,-0.514680371902373,0.23521803846854658,-1.0624152318188882,1.1986030263017386,0.9638743257482588,1.3812459185567516,-0.7107707230496907,-0.36026447888494506,1.3857379933041722,-1.9593266602252069,-2.350504900093786,0.2729626648115788,-0.8967656192442323,-1.8277644108655988,-0.4224895892971408,0.48430292650566287,-2.4357115091199164,2.603566940005961,1.0583728662344127,0.03515144859070327,0.9805282370947603,-0.7690066183325741,-2.9790759263629996,-2.8691176751364442,-1.8743897542237682,-1.58941745897361,-0.8858792098893825,-0.1614399760783499,-0.6796678516465625,1.7341728163623125,1.983071983127532,1.203356449986316,-1.077892210243709,0.1356525702264411,0.07379642960523267,-0.3884769803613491,-0.3331041354050083,1.15292744108701,-1.3960480873825645,-0.6796678516465625,-0.6299967654354426,-0.6944991627922635,-0.13794118437437064,-1.1373752050599246,-1.58941745897361,-0.22698697613674823,-1.0334229803133799,-0.3206561272470102,0.740785074222133,-0.549552229898768,-0.3695059420125596,0.7097221887632527,-0.35576963211597207,-1.813359929366249,-0.9629843037764781,0.7320883394765377,-0.33467902524793314,-1.481905694592848,-1.1309709880027772,0.15953774569185422,-1.8913602522828579,-1.444311472011076,-1.693363172006384,-0.9431189595176058,0.6783703545344802,0.6390504663599534,-1.0248921172827612
